영업자시작일,업종명,업태명,업소명,소재지(도로명),소재지(지번)
2019-03-29,일반음식점,횟집,진성각,"서울특별시 동대문구 신이문로 4, 1층 (이문동)",서울특별시 동대문구 이문동 255-251 1층 
1998-02-05,일반음식점,중국식,만리향,서울특별시 동대문구 장한로28가길 122-13 (장안동),서울특별시 동대문구 장안동 314-13 
2019-02-12,일반음식점,중국식,개화,"서울특별시 동대문구 답십리로65길 69, 1층 (장안동)",서울특별시 동대문구 장안동 123-1 1층 
2007-12-24,일반음식점,경양식,노바 이탈리아노,,서울특별시 동대문구 회기동 33-1 (경희대길 36) 
2008-02-15,일반음식점,호프/통닭,비스마르크,서울특별시 동대문구 휘경로 9 (이문동),서울특별시 동대문구 이문동 289-1 
1989-04-24,일반음식점,한식,메이퀸,서울특별시 동대문구 휘경로 9 (이문동),서울특별시 동대문구 이문동 289-1 
2016-09-19,일반음식점,한식,또봉이통닭신설동점,"서울특별시 동대문구 왕산로2길 18, 1층 (신설동)",서울특별시 동대문구 신설동 102-35 1층 
2018-05-23,일반음식점,식육(숯불구이),코다리 밥도둑 장안점,"서울특별시 동대문구 답십리로 275, 1층 (장안동)",서울특별시 동대문구 장안동 307-5 1층 
2004-08-27,일반음식점,통닭(치킨),샘터컨츄리치킨,"서울특별시 동대문구 약령시로15길 4 (제기동,(보린길 4))",서울특별시 동대문구 제기동 348-0 (보린길 4) 
1996-12-07,일반음식점,통닭(치킨),아메리카치킨,"서울특별시 동대문구 천호대로 221 (답십리동,(천호대로55))",서울특별시 동대문구 답십리동 465-55 (천호대로55) 
1998-12-19,일반음식점,분식,두리,,서울특별시 동대문구 장안동 199-9 
1985-12-04,일반음식점,한식,장충족발,"서울특별시 동대문구 홍릉로 20 (청량리동,(홍릉길 20))",서울특별시 동대문구 청량리동 311-0 (홍릉길 20) 
2003-07-04,일반음식점,한식,그린치킨닥터,서울특별시 동대문구 이문로28길 8 (이문동),서울특별시 동대문구 이문동 287-44 
2004-04-19,일반음식점,호프/통닭,늘봄,,서울특별시 동대문구 전농동 655-12 (답십리길87) 
2019-11-21,일반음식점,한식,감성만족,"서울특별시 동대문구 왕산로2길 32, 1층 (신설동)",서울특별시 동대문구 신설동 102-37 
2015-07-23,일반음식점,한식,팔도빈대떡앤보쌈,"서울특별시 동대문구 왕산로2길 23 (신설동,(신설길13))",서울특별시 동대문구 신설동 97-34 (신설길13) 
1986-11-03,일반음식점,호프/통닭,유성호프,"서울특별시 동대문구 왕산로2길 19, 1층 (신설동)",서울특별시 동대문구 신설동 98-15 1층 
2017-12-26,일반음식점,탕류(보신용),다왕얼큰이 손칼국수,"서울특별시 동대문구 무학로 136, 1층 (용두동)",서울특별시 동대문구 용두동 119-61 
2018-03-13,일반음식점,한식,용화장,"서울특별시 동대문구 천호대로17길 73, 지상1층 (용두동)",서울특별시 동대문구 용두동 112-42 
2006-04-10,일반음식점,한식,용두똥돼지,"서울특별시 동대문구 무학로 114, 1층 (용두동)",서울특별시 동대문구 용두동 118-86 
2008-12-24,일반음식점,한식,용두옥,"서울특별시 동대문구 무학로20길 34 (용두동,(풍인길9))",서울특별시 동대문구 용두동 129-486 (풍인길9) 
2009-11-12,일반음식점,한식,오돌이,"서울특별시 동대문구 무학로 113 (용두동,(무학로90))",서울특별시 동대문구 용두동 235-23 (무학로90) 
2009-06-23,일반음식점,한식,태백숯불갈비,"서울특별시 동대문구 천호대로 126 (용두동,(하정로 130))",서울특별시 동대문구 용두동 36-7 (하정로 130) 
2012-05-29,일반음식점,한식,미강,서울특별시 동대문구 천호대로27길 62 (용두동),서울특별시 동대문구 용두동 45-7 
2007-06-28,일반음식점,한식,토성옥,"서울특별시 동대문구 약령서길 28 (제기동,(약령서길 38))",서울특별시 동대문구 제기동 892-12 (약령서길 38) 
2000-01-20,일반음식점,한식,삼보기사식당,"서울특별시 동대문구 정릉천동로 109 (제기동,(방아다리길 43))",서울특별시 동대문구 제기동 1203-0 (방아다리길 43) 
1984-03-01,일반음식점,한식,전농식당,"서울특별시 동대문구 사가정로 138 (전농동,(사가정길138))",서울특별시 동대문구 전농동 38-59 (사가정길138) 
2000-10-24,일반음식점,횟집,한라참치,"서울특별시 동대문구 전농로19길 5 (전농동,(전농시장1길1))",서울특별시 동대문구 전농동 60-81 (전농시장1길1) 
2019-03-11,일반음식점,한식,안흥갈비 본점,"서울특별시 동대문구 장한로 153, 1층 (장안동)",서울특별시 동대문구 장안동 306-1 1층 
1998-12-19,일반음식점,한식,정원갈비,"서울특별시 동대문구 장한로2길 7 (장안동,(장평1길5))",서울특별시 동대문구 장안동 433-8 (장평1길5) 
2013-06-11,일반음식점,통닭(치킨),깜닭,"서울특별시 동대문구 장한로2길 7, 1층 (장안동)",서울특별시 동대문구 장안동 433-8 1층 
2005-05-04,일반음식점,한식,진주식당,"서울특별시 동대문구 왕산로 239 (청량리동,지하1층 (망우로 33))",서울특별시 동대문구 청량리동 235-6 지하1층 (망우로 33) 
2020-02-11,일반음식점,한식,송가네 오소리순대국,"서울특별시 동대문구 회기로13길 10, 1층 (회기동)",서울특별시 동대문구 회기동 60-66 1층 
1999-10-28,일반음식점,한식,이조해장국,"서울특별시 동대문구 망우로21길 24 (휘경동,257 (휘경일길 14))",서울특별시 동대문구 휘경동 256-0 257 (휘경일길 14) 
2005-04-19,일반음식점,한식,다산초당,"서울특별시 동대문구 휘경로 12 (이문동, 지하1층)",서울특별시 동대문구 이문동 305-59 지하1층 
1984-11-12,일반음식점,한식,고흥식당,서울특별시 동대문구 휘경로2가길 1 (이문동),서울특별시 동대문구 이문동 305-3 
1988-01-28,일반음식점,한식,아사원,서울특별시 동대문구 한천로 441 (이문동),서울특별시 동대문구 이문동 175-20 
2006-02-10,일반음식점,경양식,직앤쿡,서울특별시 동대문구 망우로 80 (휘경동),서울특별시 동대문구 휘경동 276-45 
2010-06-24,일반음식점,호프/통닭,별대봉닭도리,"서울특별시 동대문구 한천로 142, 1층 (장안동)",서울특별시 동대문구 장안동 543 1층 
2019-03-07,일반음식점,통닭(치킨),청년다방,"서울특별시 동대문구 휘경로2길 3, 1층 (이문동)",서울특별시 동대문구 이문동 305-73 1층 
2008-12-17,일반음식점,분식,설,서울특별시 동대문구 경희대로 9 (회기동),서울특별시 동대문구 회기동 16-73 
2006-02-15,일반음식점,탕류(보신용),동해해물탕,"서울특별시 동대문구 왕산로2길 32 (신설동,(신설길16))",서울특별시 동대문구 신설동 102-37 (신설길16) 
2014-04-07,일반음식점,한식,풍물칼국수,"서울특별시 동대문구 난계로30길 48-5, 지상1층 (신설동)",서울특별시 동대문구 신설동 104-16 
2012-03-30,일반음식점,한식,행복한연탄92,서울특별시 동대문구 답십리로 145-1 (답십리동),서울특별시 동대문구 답십리동 241-10 
1996-09-20,일반음식점,한식,흙식당,"서울특별시 동대문구 전농로 12 (답십리동,(전농로12))",서울특별시 동대문구 답십리동 488-327 (전농로12) 
2010-01-11,일반음식점,한식,원보리밥,"서울특별시 동대문구 답십리로 293 (장안동,(답십리길 293))",서울특별시 동대문구 장안동 330-2 (답십리길 293) 
2002-07-27,일반음식점,일식,수인초밥,"서울특별시 동대문구 장한로 106 (장안동,(장한로 106))",서울특별시 동대문구 장안동 366-6 (장한로 106) 
2005-06-10,일반음식점,통닭(치킨),치킨뱅이,"서울특별시 동대문구 장한로2길 14, 지상1층 (장안동)",서울특별시 동대문구 장안동 464-3 
2013-05-13,일반음식점,일식,태풍참치,"서울특별시 동대문구 장한로 64, 1층 (장안동)",서울특별시 동대문구 장안동 362-9 1층 
2014-06-24,일반음식점,한식,원조할머니보쌈,"서울특별시 동대문구 이문로 31-1, 1층 (회기동)",서울특별시 동대문구 회기동 346-21 지상1층 
2017-07-07,일반음식점,한식,휘경동차우동,"서울특별시 동대문구 망우로21길 32, 1층 (휘경동)",서울특별시 동대문구 휘경동 260 
2019-07-29,일반음식점,통닭(치킨),별난호프,서울특별시 동대문구 망우로21길 24 (휘경동),서울특별시 동대문구 휘경동 256 
2012-05-30,일반음식점,호프/통닭,신통일부대찌개,서울특별시 동대문구 이문로28길 9 (이문동),서울특별시 동대문구 이문동 288-55 
1985-12-16,일반음식점,한식,성신식당,,서울특별시 동대문구 답십리동 497-24 
1998-12-28,일반음식점,중국식,영화루,서울특별시 동대문구 천호대로93길 8 (장안동),서울특별시 동대문구 장안동 457-14 
2019-09-26,일반음식점,패스트푸드,육십오도씨(65℃),"서울특별시 동대문구 왕산로2길 22, 1층 102호 (신설동)",서울특별시 동대문구 신설동 102-36 
2005-01-05,일반음식점,까페,실크로드,"서울특별시 동대문구 전농로 219 (전농동,(전농로221))",서울특별시 동대문구 전농동 103-347 (전농로221) 
2001-08-22,일반음식점,호프/통닭,볼텍스,"서울특별시 동대문구 휘경로 14 (이문동,(휘경로 14))",서울특별시 동대문구 이문동 305-61 (휘경로 14) 
2003-04-26,일반음식점,한식,산자락,서울특별시 동대문구 왕산로2길 34 (신설동),서울특별시 동대문구 신설동 102-4 
2004-10-13,일반음식점,통닭(치킨),길목치킨,"서울특별시 동대문구 장한로2길 19, 1층 (장안동)",서울특별시 동대문구 장안동 463-8 
2016-02-11,일반음식점,한식,도야족발보쌈장안점,서울특별시 동대문구 한천로14길 83 (장안동),서울특별시 동대문구 장안동 376-4 
2018-06-05,일반음식점,정종/대포집/소주방,빈대떡왕대포,"서울특별시 동대문구 답십리로 252, 세현빌딩 1층 (장안동)",서울특별시 동대문구 장안동 143-40 세현빌딩 
2019-12-19,일반음식점,정종/대포집/소주방,비스트리트(B.street),"서울특별시 동대문구 휘경로 18-1, 지하1층 (이문동)",서울특별시 동대문구 이문동 305-64 
1993-09-24,일반음식점,한식,가정식당,"서울특별시 동대문구 안암로16길 15 (용두동,(용머리길 100))",서울특별시 동대문구 용두동 740-18 (용머리길 100) 
2014-07-03,일반음식점,한식,숯불생고기,"서울특별시 동대문구 안암로 118-14, 1층 (제기동)",서울특별시 동대문구 제기동 67-127 지상1층 
2019-02-15,일반음식점,한식,선진국낙지마당,서울특별시 동대문구 장한로 149-1 (장안동),서울특별시 동대문구 장안동 306-11 
1998-12-19,일반음식점,한식,원성집,"서울특별시 동대문구 천호대로89길 16 (장안동,(장평2길 26))",서울특별시 동대문구 장안동 458-1 (장평2길 26) 
2016-12-27,일반음식점,한식,무교동미성낙지장안본점,"서울특별시 동대문구 장한로12길 7, 지상1층 (장안동)",서울특별시 동대문구 장안동 361-3 
1986-07-01,일반음식점,한식,삼호식당,"서울특별시 동대문구 답십리로 272-6 (장안동,(답십리길272-1))",서울특별시 동대문구 장안동 370-4 (답십리길272-1) 
2016-07-06,일반음식점,한식,다연한정식부페,"서울특별시 동대문구 장한로17길 13-10, 1층 (장안동)",서울특별시 동대문구 장안동 378-6 
2016-12-05,일반음식점,한식,은하집,서울특별시 동대문구 전농로15길 22 (전농동),서울특별시 동대문구 전농동 295-48 
2018-05-11,일반음식점,한식,진국설렁탕,"서울특별시 동대문구 왕산로32길 80, 1층 (용두동)",서울특별시 동대문구 용두동 39-27 
2001-11-30,일반음식점,경양식,르네상스,"서울특별시 동대문구 왕산로 269 (청량리동,(망우로 63))",서울특별시 동대문구 청량리동 30-6 (망우로 63) 
2012-09-04,일반음식점,분식,김밥천국,"서울특별시 동대문구 이문로 34-1 (휘경동, 지상1층)",서울특별시 동대문구 휘경동 321-27 지상1층 
2004-02-07,일반음식점,한식,가마솥설렁탕,"서울특별시 동대문구 왕산로40길 6, 지상1층 (전농동)",서울특별시 동대문구 전농동 620-26 1층 
1986-04-16,일반음식점,일식,여수횟집,"서울특별시 동대문구 홍릉로3길 8 (청량리동,(청량시장5길 21))",서울특별시 동대문구 청량리동 737-0 (청량시장5길 21) 
2011-09-01,일반음식점,한식,술독에빠진기린,서울특별시 동대문구 이문로28길 11 (이문동),서울특별시 동대문구 이문동 288-54 
1997-05-22,일반음식점,한식,호남식당,"서울특별시 동대문구 한천로 31 (답십리동,(한천로31))",서울특별시 동대문구 답십리동 952-4 (한천로31) 
2017-06-13,일반음식점,냉면집,양푼생고기김치찌개,"서울특별시 동대문구 하정로 50-1, 1층 (신설동)",서울특별시 동대문구 신설동 92-9 1층 
1994-11-26,일반음식점,한식,칠락집,서울특별시 동대문구 홍릉로3길 19 (제기동),서울특별시 동대문구 제기동 486-3 
2000-02-18,일반음식점,한식,원조보쌈,"서울특별시 동대문구 제기로 17 (제기동,(제기로 17))",서울특별시 동대문구 제기동 135-84 (제기로 17) 
2003-08-25,일반음식점,한식,마포식당,"서울특별시 동대문구 홍릉로3길 17-1, 1~2층 (제기동)",서울특별시 동대문구 제기동 486-33 1~2층 
2015-11-17,일반음식점,한식,전주남문토종순대국전농,"서울특별시 동대문구 전농로 156, 2층 (전농동)",서울특별시 동대문구 전농동 60-33 
2010-10-05,일반음식점,한식,태능갈비,"서울특별시 동대문구 전농로17길 3 (전농동,(전농시장길 3))",서울특별시 동대문구 전농동 60-82 (전농시장길 3) 
2011-04-26,일반음식점,한식,원정숯불바베큐,"서울특별시 동대문구 전농로 129 (전농동,(전농로129))",서울특별시 동대문구 전농동 295-143 (전농로129) 
